paper_id,title,abstract,authors,journal,year,volume,issue,pages,publisher,doi,url,type,abstract_source,abstract_confidence,original_category,original_keywords,contributions,limitations
paper_144,Demystifying the Cost of Serverless Computing: Towards a Win-Win Deal,"Serverless is an emerging computing paradigm that greatly simplifies the development, deployment, and maintenance of cloud applications. However, due to potential cost issues brought by the widely adopted pricing, it is difficult to answer how to use and operate serverless computing services from the perspectives of users and providers. To demystify the cost of serverless computing, we present one of the first studies that develops an analytical model for serverless cost from the perspectives of users and providers, by comparing it to Infrastructure-as-a-Service. Based on the model, driven by real-world traces, extensive simulation results verify the following cost issues: 1) For the users, serverless is not always cost-saving, even possibly leading to expense explosion; 2) The serverless providers are in urgent need of widening use scenarios to improve resource utilization and raise revenue; 3) The prevailing pricing fails to neither reduce the risk of expense explosion nor meet the need of attracting more workloads. To remove the cost barrier, we propose future function, auction-based pricing for serverless, to offer discounts to the users as well as boost profit for the providers. Experimental results show the duration price of functions can be reduced by 57.5% on average for 13.5% of users yet without harming the revenue of providers.",Fangming Liu; Yipei Niu,IEEE Transactions on Parallel and Distributed Systems,2024,35,1,59-72,Institute of Electrical and Electronics Engineers (IEEE),10.1109/tpds.2023.3330849,https://doi.org/10.1109/tpds.2023.3330849,journal-article,Semantic Scholar,high,"Cost, Resource Management","serverless, cloud computing, reinforcement learning","Future function, auction-based pricing for serverless, to offer discounts to the users as well as boost profit for the providers; One of the first studies that develops an analytical model for serverless cost from the perspectives of users and providers, by comparing it to infrastructure-as-a-service","Due to potential cost issues brought by the widely adopted pricing, it is difficult to answer how to use and operate serverless computing services from the perspectives of users and providers; Brought by the widely adopted pricing, it is difficult to answer how to use and operate serverless computing services from the perspectives of users and providers"
paper_145,Costless: Optimizing Cost of Serverless Computing through Function Fusion and Placement,"Serverless computing has recently experienced significant adoption by several applications, especially Internet of Things (IoT) applications. In serverless computing, rather than deploying and managing dedicated virtual machines, users are able to deploy individual functions, and pay only for the time that their code is actually executing. However, since serverless platforms are relatively new, they have a completely different pricing model that depends on the memory, duration, and the number of executions of a sequence/workflow of functions. In this paper we present an algorithm that optimizes the price of serverless applications in AWS Lambda. We first describe the factors affecting price of serverless applications which include: (1) fusing a sequence of functions, (2) splitting functions across edge and cloud resources, and (3) allocating the memory for each function. We then present an efficient algorithm to explore different function fusion-placement solutions and find the solution that optimizes the application's price while keeping the latency under a certain threshold. Our results on image processing workflows show that the algorithm can find solutions optimizing the price by more than 35%-57% with only 5%-15% increase in latency. We also show that our algorithm can find non-trivial memory configurations that reduce both latency and price.",Tarek Elgamal; Atul Sandur; Klara Nahrstedt; Gul Agha,2018 IEEE/ACM Symposium on Edge Computing (SEC),2018,,,300-312,IEEE,10.1109/sec.2018.00029,https://doi.org/10.1109/sec.2018.00029,proceedings-article,Semantic Scholar,high,"Latency, Cost, Resource Management","function placement, serverless, cloud computing, latency, reinforcement learning, memory management",An algorithm that optimizes the price of serverless applications in aws lambda; Can find non-trivial memory configurations that reduce both latency and price; 15% increase,"Since serverless platforms are relatively new, they have a completely different pricing model that depends on the memory, duration, and the number of executions of a sequence/workflow of functions"
paper_146,AMPS-Inf: Automatic Model Partitioning for Serverless Inference with Cost Efficiency,"The salient pay-per-use nature of serverless computing has driven its continuous penetration as an alternative computing paradigm for various workloads. Yet, challenges arise and remain open when shifting machine learning workloads to the serverless environment. Specifically, the restriction on the deployment size over serverless platforms combining with the complexity of neural network models makes it difficult to deploy large models in a single serverless function. In this paper, we aim to fully exploit the advantages of the serverless computing paradigm for machine learning workloads targeting at mitigating management and overall cost while meeting the response-time Service Level Objective (SLO). We design and implement AMPS-Inf, an autonomous framework customized for model inferencing in serverless computing. Driven by the cost-efficiency and timely-response, our proposed AMPS-Inf automatically generates the optimal execution and resource provisioning plans for inference workloads. The core of AMPS-Inf relies on the formulation and solution of a Mixed-Integer Quadratic Programming problem for model partitioning and resource provisioning with the objective of minimizing cost without violating response time SLO. We deploy AMPS-Inf on the AWS Lambda platform, evaluate with the state-of-the-art pre-trained models in Keras including ResNet50, Inception-V3 and Xception, and compare with Amazon SageMaker and three baselines. Experimental results demonstrate that AMPS-Inf achieves up to 98% cost saving without degrading response time performance.",Jananie Jarachanthan; Li Chen; Fei Xu; Bo Li,50th International Conference on Parallel Processing,2021,,,12-Jan,ACM,10.1145/3472456.3472501,https://doi.org/10.1145/3472456.3472501,proceedings-article,Semantic Scholar,high,"Latency, Cost, Energy Consumption, Resource Management","serverless, reinforcement learning, deep learning","And implement amps-inf, an autonomous framework customized for model inferencing in serverless computing; 98% cost",Arise and remain open when shifting machine learning workloads to the serverless environment; For model partitioning and resource provisioning with the objective of minimizing cost without violating response time slo
paper_147,Cost-Efficient Serverless Inference Serving with Joint Batching and Multi-Processing,"With the emerging of machine learning, many commercial companies increasingly utilize machine learning inference systems as backend services to improve their products. Serverless computing is a modern paradigm that provides auto-scaling, event-driven services, making it particularly well-suited for various domains, including video stream analysis, IoT serving and machine learning applications. The flexible scaling feature of serverless computing is adept at handling the burstiness of ML workloads. However, despite its compatibility with ML inference tasks, the cost of serverless inference systems remain relatively high in comparison to traditional serving paradigms, primarily due to the under-utilization of CPU resources offered by serverless platforms. To tackle this challenge, we design and deploy a serverless inference serving system that incorporates batching and multi-process mechanisms to enhance cost efficiency. By applying a change-point detection algorithm to manage bursty workloads, it optimizes resource usage and achieves lower costs. We employ an Amazon EC2 server for handling request packaging and running the core Bayesian Optimization algorithm without any prior information. The preliminary system, implemented on AWS Lambda, can significantly reduce expenses and save up to 62% compared to the original serverless inference system.",Shen Cai; Zhi Zhou; Kongyange Zhao; Xu Chen,Proceedings of the 14th ACM SIGOPS Asia-Pacific Workshop on Systems,2023,,,43-49,ACM,10.1145/3609510.3609816,https://doi.org/10.1145/3609510.3609816,proceedings-article,Semantic Scholar,high,"Survey, Cost, Energy Consumption, Resource Management","autoscaling, performance optimization, serverless, reinforcement learning, cpu allocation",And deploy a serverless inference serving system that incorporates batching and multi-process mechanisms to enhance cost efficiency; 62% compared,"Despite its compatibility with ml inference tasks, the cost of serverless inference systems remain relatively high in comparison to traditional serving paradigms, primarily due to the under-utilization of cpu resources offered by serverless platforms; Its compatibility with ml inference tasks, the cost of serverless inference systems remain relatively high in comparison to traditional serving paradigms, primarily due to the under-utilization of cpu resources offered by serverless platforms"
paper_148,Skedulix: Hybrid Cloud Scheduling for Cost-Efficient Execution of Serverless Applications,"We present a framework for scheduling multifunction serverless applications over a hybrid public-private cloud. A set of serverless jobs is input as a batch, and the objective is to schedule function executions over the hybrid platform to minimize the cost of public cloud use, while completing all jobs by a specified deadline. As this scheduling problem is NP-Hard, we propose a greedy algorithm that dynamically determines both the order and placement of each function execution using predictive models of function execution time and network latencies. We present a prototype implementation of our framework that uses AWS Lambda and OpenFaaS, for the public and private cloud, respectively. We evaluate our prototype in live experiments using a mixture of compute and I/O heavy serverless applications. Our results show that our framework can achieve a speedup in batch processing of up to 1.92 times that of an approach that uses only the private cloud, at 40.5% the cost of an approach that uses only the public cloud.",Anirban Das; Andrew Leaf; Carlos A. Varela; Stacy Patterson,2020 IEEE 13th International Conference on Cloud Computing (CLOUD),2020,,,609-618,IEEE,10.1109/cloud49709.2020.00090,https://doi.org/10.1109/cloud49709.2020.00090,proceedings-article,Semantic Scholar,high,"Latency, Cost, Resource Management","function placement, serverless, cloud computing, reinforcement learning, prediction, deadline","A greedy algorithm that dynamically determines both the order and placement of each function execution using predictive models of function execution time and network latencies; A framework for scheduling multifunction serverless applications over a hybrid public-private cloud; A prototype implementation of our framework that uses aws lambda and openfaas, for the public and private cloud, respectively","Is np-hard, we propose a greedy algorithm that dynamically determines both the order and placement of each function execution using predictive models of function execution time and network latencies"
paper_149,Towards Low-Cost Global Highly Available Large Container-Based Serverless Functions,"Serverless computing and the Function-as-a-Service (FaaS) paradigm have transformed how cloud-hosted applications are deployed, providing remarkable scalability and geo-graphical distribution capabilities. AWS Lambda's support for containerized functions has further enhanced the packaging and deployment process, enabling seamless portability and consis-tency across various operational environments. However, a fun-damental challenge remains: the replication of Docker container images across multiple container registries in different regions to ensure high availability of globally deployed functions with low replication latency to support geographically dispersed clients. While multi-region deployment minimizes latency and en-hances service availability for diverse clients, the associated costs and operational complexities are non-trivial. The replication process, particularly for large container images, is both expensive and slow, potentially hindering rapid scalability and respon-siveness. Public cloud container image replication support such as that offered by Amazon's Cross Region Replication (CRR) represents a significant stride forward, automating the replication of container images across regions within container repositories. Despite its advantages, CRR is constrained by several limitations: all images in a container repository are replicated after this feature is enabled, and there is an absence of fine-grained filtering at the image level within repositories. This can result in superfluous replications and increased costs. This paper investigates alternatives for cost-effective and effi-cient global deployment of container-based serverless functions on AWS Lambda. We introduce on-demand container image replication mechanisms with promise to reduce storage costs by avoiding unnecessary replication. We investigate multiple approaches to replicate container images only when needed to minimize data transfer latency and storage overhead. We provide a comprehensive evaluation of these approaches, assessing their impact on cost, replication time, and turnaround time for function availability. Our findings demonstrate potential for substantial cost savings while maintaining high availability and consistent performance for container-based Lambda functions deployed worldwide.",Jasleen Kaur; Robert Cordingly; Ling-Hong Hung; Wes Lloyd,2024 IEEE Cloud Summit,2024,,,12-Jul,IEEE,10.1109/cloud-summit61220.2024.00008,https://doi.org/10.1109/cloud-summit61220.2024.00008,proceedings-article,Semantic Scholar,high,"Survey, Latency, Reliability Security Privacy, Cost","serverless, containerization, cloud computing, latency, reinforcement learning",On-demand container image replication mechanisms with promise to reduce storage costs by avoiding unnecessary replication,Remains: the replication of docker container images across multiple container registries in different regions to ensure high availability of globally deployed functions with low replication latency to support geographically dispersed clients; A fun-damental challenge remains: the replication of docker container images across multiple container registries in different regions to ensure high availability of globally deployed functions with low replication latency to support geographically dispersed clients
paper_150,Shattering the Ephemeral Storage Cost Barrier for Data-Intensive Serverless Workflows,"Serverless computing enables developers to deploy applications as workflows of functions that invoke one another, with cloud providers handling autoscaling and routing. However, serverless platforms lack efficient mechanisms for cross-function data transfers, which hinders the performance of data-intensive applications. Current solutions rely on intermediary services like AWS S3 or ElastiCache(EC), leading to significant cost inefficiencies---storage costs can account for 24-99% of the total execution bill. Zipline addresses this challenge with a fast, API-compatible data communication method enabling direct function-to-function transfers. Zipline buffers data in the sender function's memory and transmits only the references to the dynamically selected receiver, which pulls the data directly from the sender's memory. While eliminating the need for intermediary services, it also integrates seamlessly with existing autoscaling infrastructure, preserving function invocation semantics while significantly reducing costs and latency. In a vHive/Knative prototype on AWS EC2, Zipline achieves 2-5× lower costs & 1.3-3.4× faster execution times compared to S3. Against EC, Zipline cuts costs by 17-772× while improving performance by 2-5%. Zipline demonstrates a cost-effective and high-performance solution for data-intensive serverless applications.",Shyam Jesalpura; Dmitrii Ustiugov; Michal Baczun; Bora A. Malper; Rustem Feyzkhanov; Edouard Bugnion; Marios Kogias; Boris Grot,"Proceedings of the 3rd Workshop on SErverless Systems, Applications and MEthodologies",2025,,,33-41,ACM,10.1145/3721465.3721866,https://doi.org/10.1145/3721465.3721866,proceedings-article,Semantic Scholar,high,"Latency, Cost, Resource Management","autoscaling, serverless, cloud computing, latency, elasticity, reinforcement learning, memory management","Serverless computing enables developers to deploy applications as workflows of functions that invoke one another, with cloud providers handling autoscaling and routing","With a fast, api-compatible data communication method enabling direct function-to-function transfers; Serverless platforms lack efficient mechanisms for cross-function data transfers, which hinders the performance of data-intensive applications"
paper_151,Serverless streaming for emerging media: towards 5G network-driven cost optimization,"Immersive 3D media is an emerging type of media that captures, encodes and reconstructs the 3D appearance of people and objects, with applications in tele-presence, teleconference, entertainment, gaming and other fields. In this paper, we discuss a novel concept of live 3D immersive media streaming in a serverless setting. In particular, we present a novel network-centric adaptive streaming framework which deviates from the traditional client-based adaptive streaming used in 2D video. In our framework the decisions for the production of the transcoding profiles are taken in a centralized manner, by considering consumer metrics vs provisioning costs and inferring the expected consumer quality of experience and behavior based on them. In addition, we demonstrate that a naive application of the serverless paradigm might be sub-optimal under some common immersive 3D media scenarios.",Konstantinos Konstantoudakis; David Breitgand; Alexandros Doumanoglou; Nikolaos Zioulis; Avi Weit; Kyriaki Christaki; Petros Drakoulis; Emmanouil Christakis; Dimitrios Zarpalas; Petros Daras,Multimedia Tools and Applications,2022,81,9,12211-12250,Springer Science and Business Media LLC,10.1007/s11042-020-10219-7,https://doi.org/10.1007/s11042-020-10219-7,journal-article,Semantic Scholar,high,"Cost, Resource Management","performance optimization, serverless, reinforcement learning","A novel network-centric adaptive streaming framework which deviates from the traditional client-based adaptive streaming used in 2d video; The decisions for the production of the transcoding profiles are taken in a centralized manner, by considering consumer metrics vs provisioning costs and inferring the expected consumer quality of experience and behavior based on them",Not explicitly mentioned
paper_152,Experience Paper: Towards enhancing cost efficiency in serverless machine learning training,"Function-as-a-Service (FaaS) has raised a growing interest in how to ""tame"" serverless to enable domain-specific use cases such as data-intensive applications and machine learning (ML), to name a few. Recently, several systems have been implemented for training ML models. Certainly, these research articles are significant steps in the correct direction. However, they do not completely answer the nagging question of when serverless ML training can be more cost-effective compared to traditional ""serverful"" computing. To help in this task, we propose MLLess, a FaaS-based ML training prototype built atop IBM Cloud Functions. To boost cost-efficiency, MLLess implements two key optimizations: a significance filter and a scale-in auto-tuner, and leverages them to specialize model training to the FaaS model. Our results certify that MLLess can be 15X faster than serverful ML systems [24] at a lower cost for ML models (such as sparse logistic regression and matrix factorization) that exhibit fast convergence.",Marc Sánchez-Artigas; Pablo Gimeno Sarroca,Proceedings of the 22nd International Middleware Conference,2021,,,210-222,ACM,10.1145/3464298.3494884,https://doi.org/10.1145/3464298.3494884,proceedings-article,Semantic Scholar,high,"Cost, Energy Consumption","performance optimization, serverless, cloud computing, reinforcement learning","Mlless, a faas-based ml training prototype built atop ibm cloud functions","They do not completely answer the nagging question of when serverless ml training can be more cost-effective compared to traditional ""serverful"" computing"
paper_153,GraphQL vs. REST: A Performance and Cost Investigation for Serverless Applications,"Serverless computing simplifies application deployment by removing the need for infrastructure management, with RESTful APIs being the common interface. However, REST can lead to inefficiencies such as data over-fetching and under-fetching, which impact performance and cost. This paper investigates GraphQL as an alternative to REST for serverless functions using a serverless image processing pipeline. We evaluate roundtrip time (RTT), scalability, and cost, while also examining managed (AWS AppSync) and unmanaged (Apollo Server) GraphQL hosting solutions. Our results show that GraphQL generally outperforms REST with respect to pipeline RTT, especially when there is high network latency, offering a potentially better fit for optimizing data transfer in serverless applications.",Runjie Jin; Robert Cordingly; Dongfang Zhao; Wes Lloyd,Proceedings of the 10th International Workshop on Serverless Computing,2024,,,37-42,ACM,10.1145/3702634.3702956,https://doi.org/10.1145/3702634.3702956,proceedings-article,Semantic Scholar,high,"Latency, Cost","serverless, latency, reinforcement learning",Novel approach to serverless computing challenges,"Rest can lead to inefficiencies such as data over-fetching and under-fetching, which impact performance and cost"
paper_154,Cosmos: A Cost Model for Serverless Workflows in the 3D Compute Continuum,"Due to the high scalability, infrastructure management, and pay-per-use pricing model, serverless computing has been adopted in a wide range of applications such as real-time data processing, IoT, and AI-related workflows. However, deploying serverless functions across dynamic and heterogeneous environments such as the 3D (Edge-Cloud-Space) Continuum introduces additional complexity. Each layer of the 3D Continuum shows different performance capabilities and costs according to workload characteristics. Cloud services alone often show significant differences in performance and pricing for similar functions, further complicating cost management. Additionally, serverless workflows consist of functions with diverse character-istics, requiring a granular understanding of performance and cost trade-offs across different infrastructure layers to be able to address them individually. In this paper, we present Cosmos, a cost- and a performance-cost-tradeoff model for serverless workflows that identifies key factors that affect cost changes across different workloads and cloud providers. We present a case study analyzing the main drivers that influence the costs of serverless workflows. We demonstrate how to classify the costs of serverless workflows in leading cloud providers AWS and GCP. Our results show that for data-intensive functions, data transfer and state management costs contribute to up to 75% of the costs in AWS and 52% in GCP. For compute-intensive functions such as AI inference, the cost results show that BaaS services are the largest cost driver, reaching up to 83 % in AWS and 97 % in GCP.",Cynthia Marcelino; Sebastian Gollhofer-Berger; Thomas Pusztai; Stefan Nastic,2025 IEEE International Conference on Smart Computing (SMARTCOMP),2025,,,106-113,IEEE,10.1109/smartcomp65954.2025.00072,https://doi.org/10.1109/smartcomp65954.2025.00072,proceedings-article,Semantic Scholar,high,Cost,"serverless, cloud computing, reinforcement learning","Cosmos, a cost- and a performance-cost-tradeoff model for serverless workflows that identifies key factors that affect cost changes across different workloads and cloud providers; A case study analyzing the main drivers that influence the costs of serverless workflows; 75% of",Deploying serverless functions across dynamic and heterogeneous environments such as the 3d (edge-cloud-space) continuum introduces additional complexity
paper_155,Towards SLO-Compliant and Cost-Effective Serverless Computing on Emerging GPU Architectures,"Serverless platforms are supporting an increasing variety of applications (apps). Among these, apps such as Machine Learning (ML) inference serving can benefit significantly from leveraging accelerators like GPUs. Yet, major serverless providers, despite having GPU-equipped servers, do not offer GPU support for their serverless functions. While recent works have attempted to bridge this gap, they are agnostic to the capabilities of new-generation GPUs, thereby, overlooking several performance optimization opportunities. To address this, we leverage unique features of newer NVIDIA GPU architectures (specifically, their Multi-Instance GPU (MIG) and Multi-Process Service (MPS) capabilities) to devise a serverless framework, Protean, that can guarantee a higher degree of Service Level Objective (SLO) compliance than that offered by state-of-the-art works. Moreover, Protean also proposes to host its components on a combination of both on-demand (reliable) VMs and heavily discounted VMs to reduce costs to the end consumer, while offering high service availability. We extensively evaluate Protean using 22 ML inference workloads with real-world traces on an 8×A100 GPU cluster. Our results show that Protean significantly outperforms state-of-the-art works in terms of SLO compliance (up to ~93% more) and tail latency (up to 82% less), while reducing cost by up to 70%. We also maintain reasonable tail latencies (< 200 ms) for best effort requests.",Vivek M. Bhasi; Aakash Sharma; Rishabh Jain; Jashwant Raj Gunasekaran; Ashutosh Pattnaik; Mahmut Taylan Kandemir; Chita Das,Proceedings of the 25th International Middleware Conference,2024,,,211-224,ACM,10.1145/3652892.3700760,https://doi.org/10.1145/3652892.3700760,proceedings-article,Semantic Scholar,high,"Latency, Reliability Security Privacy, Cost","performance optimization, serverless, latency, reinforcement learning, distributed systems",82% less; 70,"Having gpu-equipped servers, do not offer gpu support for their serverless functions"
paper_156,Living on the Edge: Serverless Computing and the Cost of Failure Resiliency,"Serverless computing platforms have gained popularity because they allow easy deployment of services in a highly scalable and cost-effective manner. By enabling just-in-time startup of container-based services, these platforms can achieve good multiplexing and automatically respond to traffic growth, making them particularly desirable for edge cloud data centers where resources are scarce. Edge cloud data centers are also gaining attention because of their promise to provide responsive, low-latency shared computing and storage resources. Bringing serverless capabilities to edge cloud data centers must continue to achieve the goals of low latency and reliability. The reliability guarantees provided by serverless computing however are weak, with node failures causing requests to be dropped or executed multiple times. Thus serverless computing only provides a best effort infrastructure, leaving application developers responsible for implementing stronger reliability guarantees at a higher level. Current approaches for providing stronger semantics such as “exactly once” guarantees could be integrated into serverless platforms, but they come at high cost in terms of both latency and resource consumption. As edge cloud services move towards applications such as autonomous vehicle control that require strong guarantees for both reliability and performance, these approaches may no longer be sufficient. In this paper we evaluate the latency, throughput, and resource costs of providing different reliability guarantees, with a focus on these emerging edge cloud platforms and applications.",Sameer G Kulkarni; Guyue Liu; K. K. Ramakrishnan; Timothy Wood,2019 IEEE International Symposium on Local and Metropolitan Area Networks (LANMAN),2019,,,6-Jan,IEEE,10.1109/lanman.2019.8846970,https://doi.org/10.1109/lanman.2019.8846970,proceedings-article,Semantic Scholar,high,"Latency, Reliability Security Privacy, Cost, Energy Consumption, Resource Management","serverless, containerization, cloud computing, latency, throughput, reinforcement learning",Novel approach to serverless computing challenges,"Are weak, with node failures causing requests to be dropped or executed multiple times; They come at high cost in terms of both latency and resource consumption"
paper_157,Microless: Cost-Efficient Hybrid Deployment of Microservices on IaaS VMs and Serverless,"Microservices have gained popularity as an architectural approach for developing scalable and modular applications. Traditionally, microservice deployment relies on virtual machines (VMs) from Infrastructure-as-a-Service (IaaS) computing. However, the emerging serverless computing offers new possibilities for more scalable microservice deployment. In this paper, we provide insights into the optimal scenarios for IaaS VMs and serverless, and investigate the challenges in the programming model and invocation pattern. We propose Microless, a framework that achieves the hybrid deployment of microservices on serverless and IaaS VMs and overcomes the challenges. In Microless, the steady workload is processed on IaaS VMs, ensuring optimal resource utilization and run-time performance. For the fluctuating workload, serverless can rapidly scale out resources to handle burst requests, minimizing response latency and enhancing cost-effectiveness. Experimental results validate the effectiveness of Microless in runtime performance and deployment cost.",Jiagan Cheng; Yilong Zhao; Zijun Li; Quan Chen; Weihao Cui; Minyi Guo,2023 IEEE 29th International Conference on Parallel and Distributed Systems (ICPADS),2023,,,2303-2310,IEEE,10.1109/icpads60453.2023.00309,https://doi.org/10.1109/icpads60453.2023.00309,proceedings-article,Semantic Scholar,high,"Latency, Cost, Resource Management","serverless, microservices, latency, reinforcement learning","Microless, a framework that achieves the hybrid deployment of microservices on serverless and iaas vms and overcomes the challenges",In the programming model and invocation pattern; The emerging serverless computing offers new possibilities for more scalable microservice deployment
paper_158,Serverless at Scale: Evaluating AWS Lambda Cost and Latency Under Varying Loads,"Serverless computing has revolutionized the way modern cloud-native applications are developed and
deployed, offering a paradigm in which developers can focus solely on writing code without the burden of managing
infrastructure. Among the various Function-as-a-Service (FaaS) offerings, AWS Lambda stands out as a widely adopted
platform due to its automatic scaling, event-driven execution, and pay-per-use pricing model—making it ideal for
applications ranging from microservices to complex event-driven workflows. However, serverless architectures present
challenges in cold start latency, performance tuning, and cost optimization, particularly when using heavyweight runtimes
like Java or under sporadic invocation patterns. This study systematically evaluates AWS Lambda’s performance under
varying load conditions by analyzing runtime performance (Java vs. Python), memory allocation, payload size, and traffic
types including steady, burst, and spiky patterns. Key metrics such as cold start time, average execution duration, and
cost per invocation are examined using real-world traffic simulations and observability tools like AWS CloudWatch and
X-Ray. The findings demonstrate that tuning memory allocation, applying provisioned concurrency, and selecting
lightweight runtimes can significantly improve latency and cost-efficiency. The paper concludes with best practices for
serverless workload optimization, offering actionable insights for software architects and DevOps teams aiming to
balance scalability, responsiveness, and operational cost in cloud-native deployments.",Bharathvamsi Reddy Munisif,"International Journal of Innovative Research in Science, Engineering and Technology",2023,12,2,,Ess & Ess Research Publications,10.15680/ijirset.2023.1202007,https://doi.org/10.15680/ijirset.2023.1202007,journal-article,Semantic Scholar,high,"Latency, Cost, Energy Consumption, Resource Management","cold start, autoscaling, performance optimization, serverless, microservices, cloud computing, latency, reinforcement learning, monitoring, memory management","Serverless computing has revolutionized the way modern cloud-native applications are developed and
deployed, offering a paradigm in which developers can focus solely on writing code without the burden of managing
infrastructure","In cold start latency, performance tuning, and cost optimization, particularly when using heavyweight runtimes
like java or under sporadic invocation patterns; Serverless architectures present
challenges in cold start latency, performance tuning, and cost optimization, particularly when using heavyweight runtimes
like java or under sporadic invocation patterns"
paper_159,"Towards Practical, Serverless, Cost-effective, Real-time Pricing for Retail E-Commerce","Real-time pricing, an implementation of dynamic pricing in real-time, is a potent tool with the potential to improve revenue and competitiveness for e-commerce sellers. The broader adoption of dynamic pricing has faced obstacles due to the scarcity of practical, flexible, cost-effective, and readily deployable solutions. The advent of cloud computing has promised to address these challenges by enabling scalable, resilient, and cost-effective software systems. In this paper, we present an innovative solution designed to address this need, aiming to create a practical real-time pricing system for e-commerce, powered by modern cloud computing techniques. Our approach is structured from the ground up, delineating the essential components of a pricing strategy, including prediction of demand and sales conversion ratio. To model and predict these parameters, we employ Linear and Polynomial Regression techniques. These building blocks are then utilized to formulate an optimal pricing strategy. The implemented strategy is deployed within the AWS environment, leveraging serverless services such as AWS Lambda and DynamoDB. These service choices are meticulously selected to optimize deployment costs, ensuring cost-effectiveness compared to alternative options. Our results demonstrate the successful forecasting of pricing parameters and the dynamic adjustment of prices in real-time. The cost-effectiveness of this strategy is further supported by our cost analysis, which finds that implementing dynamic pricing for a medium-volume product with approximately 1 million monthly product views results in a daily cloud bill of about $1 USD.",Archana Kumari; Mohan Kumar. S,"2023 4th International Conference on Communication, Computing and Industry 6.0 (C216)",2023,,,6-Jan,IEEE,10.1109/c2i659362.2023.10430877,https://doi.org/10.1109/c2i659362.2023.10430877,proceedings-article,Semantic Scholar,high,"Survey, Cost, Energy Consumption","serverless, cloud computing, reinforcement learning, prediction","An innovative solution designed to address this need, aiming to create a practical real-time pricing system for e-commerce, powered by modern cloud computing techniques; Is structured from the ground up, delineating the essential components of a pricing strategy, including prediction of demand and sales conversion ratio","By enabling scalable, resilient, and cost-effective software systems"
paper_160,Paldia: Enabling SLO-Compliant and Cost-Effective Serverless Computing on Heterogeneous Hardware,"Among the variety of applications (apps) being deployed on serverless platforms, apps such as Machine Learning (ML) inference serving can achieve better performance from leveraging accelerators like GPUs. Yet, major serverless providers, despite having GPU-equipped servers, do not offer GPU support for their serverless functions. Given that serverless functions are deployed on various generations of CPUs already, extending this to various (typically more expensive) GPU generations can offer providers a greater range of hardware to serve incoming requests according to the functions and request traffic. Here, providers are faced with the challenge of selecting hardware to reach a well-proportioned trade-off point between cost and performance. While recent works have attempted to address this, they often fail to do so as they overlook optimization opportunities arising from intelligently leveraging existing GPU sharing mechanisms. To address this point, we devise a heterogeneous serverless framework, PALDIA, which uses a prudent Hardware selection policy to acquire capable, cost-effective hardware and perform intelligent request scheduling on it to yield high performance and cost savings. Specifically, our scheduling algorithm employs hybrid spatio-temporal GPU sharing that intelligently trades off job queueing delays and interference to allow the chosen cost-effective hardware to also be highly performant. We extensively evaluate PALDIA using 16 ML inference workloads with real-world traces on a 6 node heterogeneous cluster. Our results show that PALDIA significantly outperforms state-of-the-art works in terms of Service Level Objective (SLO) compliance (up to 13.3% more) and tail latency (up to ∼50% less), with cost savings up to 86%.",Vivek M. Bhasi; Aakash Sharma; Shruti Mohanty; Mahmut Taylan Kandemir; Chita R. Das,2024 IEEE International Parallel and Distributed Processing Symposium (IPDPS),2024,,,100-113,IEEE,10.1109/ipdps57955.2024.00018,https://doi.org/10.1109/ipdps57955.2024.00018,proceedings-article,Semantic Scholar,high,"Latency, Cost, Resource Management","performance optimization, serverless, latency, queuing, reinforcement learning, cpu allocation, distributed systems",13; 86,"Of selecting hardware to reach a well-proportioned trade-off point between cost and performance; Having gpu-equipped servers, do not offer gpu support for their serverless functions"
paper_161,Cost-optimal Operation of Latency Constrained Serverless Applications: From Theory to Practice,"Serverless computing and the function as a service model are new paradigms enabling the fine granular, bottomup construction of cloud-native applications. It can significantly reduce operating costs while shifting the management tasks from developers and application providers towards the cloud operators. But these benefits are provided at the cost of less control over the underlying infrastructure and the application performance, including the end-to-end latency. However, grouping of functions into deployable serverless software artifacts remains still under our control, which has a considerable impact on performance and operation costs. In this paper, we propose fast and efficient algorithms that can partition an application’s functions into separate deployment artifacts in a cost-optimal way while meeting user-defined average end-to-end latency bounds. Moreover, our approach supports the dynamic redesign and reconfiguration of the current deployment setup in response to changes in monitored metrics. Our main contribution is threefold. First, we establish the relevant theoretical models capturing the behavior of the serverless ecosystem and we define the main problem. In addition, the concept of the integrated application management is introduced. Second, we propose novel algorithms providing optimal solutions for different variants of the core problem and the complexity of the methods are analyzed. Third, we demonstrate the applicability and the benefits of our solution by evaluating different deployment scenarios of a realistic use case in Amazon’s public cloud environment.",János Czentye; István Pelle; Balázs Sonkoly,NOMS 2023-2023 IEEE/IFIP Network Operations and Management Symposium,2023,,,10-Jan,IEEE,10.1109/noms56928.2023.10154412,https://doi.org/10.1109/noms56928.2023.10154412,proceedings-article,Semantic Scholar,high,"Latency, Cost","serverless, cloud computing, latency, reinforcement learning",Fast and efficient algorithms that can partition an application’s functions into separate deployment artifacts in a cost-optimal way while meeting user-defined average end-to-end latency bounds; Novel algorithms providing optimal solutions for different variants of the core problem and the complexity of the methods are analyzed; Supports the dynamic redesign and reconfiguration of the current deployment setup in response to changes in monitored metrics,"Grouping of functions into deployable serverless software artifacts remains still under our control, which has a considerable impact on performance and operation costs; These benefits are provided at the cost of less control over the underlying infrastructure and the application performance, including the end-to-end latency"
